Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_4/66170d94_3746_413c_bc3e_a3bb0048cff7/preview_00299076_001.jpg,figure (object name),"No: Optional[1992,1214.63]",,,,"Figure. Made of bronze. Kārttikeya. Four-armed on peacock mount.; ",,,,,,,,16thC-17thC,,Found/Acquired: Nepal,bronze,,,,"9.00 centimetres;  7.50 centimetres;  4.50 centimetres; ",,,,Not on display,,,bird; deity,Associated with: Kārttikeya (Skanda),,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.63",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_12/9_16/8c59fa9f_ac4c_4667_bf2f_b3ae0114645e/preview_1896_0309_1___1_.jpg,figure (object name),"No: Optional[1896,0309.1]",,,,"Figure (yi-dam Samvara). Made of bronze.; ",,,,,,,,17thC-18thC,,Found/Acquired: Nepal,bronze,,,,"11.50 centimetres;  10.00 centimetres;  6.50 centimetres; ",,,,Not on display,,,yi-dam,Representation of: Samvara,,,,Purchased from: James Tregaskis,,,Purchased from: James Tregaskis,1896,"1896,0309.1 to 22 [?] are recorded in the 'Temporary Register 1861-1921' p.77 as ""21 Hindu bronzes [purchased from] Tregaskis £11 10s.""",,Asia,,"1896,0309.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_15/a1e5e2bd_4675_491a_a5af_a3dd00fe1e48/preview_01377443_001.jpg,model (object name); figure (object name),"No: Optional[As1981,26.57]",,,,"Model, figure (of Newari woman) made of wood, textile.; ",,,,,Newari,,,,,Found/Acquired: Patan (Nepal),wood,,,woven,"20.50 centimetres;  62.00 grammes;  8.50 centimetres;  5.00 centimetres; ",,,,Not on display,,,,,,,,Purchased from: Ken Teague,,,Purchased from: Ken Teague,1981,,,Asia,,"As1981,26.57",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/12_10/80d0e36b_e189_433e_b357_b39300b4b598/preview_1887_0717_164___1_.jpg,figure (object name),"No: Optional[1887,0717.164]",,,,"Figure (Buddha). Vase in left hand;head-dress. Made of gilded brass.; ",,,,,,,,18thC,,Found/Acquired: Nepal,brass; gold,,,gilded,"17.50 centimetres;  13.50 centimetres;  10.20 centimetres; ",,,Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy,Not on display,,,buddha,Representation of: Buddha,,,,Donated by: Maj-Gen Sir Alexander Cunningham,,,Donated by: Maj-Gen Sir Alexander Cunningham,1887,,,Asia,,"1887,0717.164",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_11/de4677c8_a718_4238_9e87_a3e100bd554f/preview_00099775_001.jpg,figure (object name),"No: Optional[1893,0320.140]",,,,"Figure of the Buddha on a lotus base with hands in dharmacakramudrā; cast in a copper alloy and gilded; traces of colour.; ",,,,,,,,17thC,Made in: Nepal (made in),Found/Acquired: China (North),bronze; gold,,,gilded,"17.50 centimetres;  11.50 centimetres;  8.50 centimetres; ",,,Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy,Not on display,,,bodhisattva; buddha,,,,,Purchased from: Max von Brandt;  Purchased through: Dr Adolf Bastian;  Purchased through: Messrs S Bleichröder,,,Purchased from: Max von Brandt;  Purchased through: Dr Adolf Bastian;  Purchased through: Messrs S Bleichröder,1893,,,Asia,,"1893,0320.140",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_7/4216fb0f_1bad_44b8_8eac_a3b90078408c/preview_00348835_001.jpg,figure (object name),"No: Optional[1938,0524.731]",,,,"Figure, Bodhisattva Avalokiteśvara. Seated in lalitasana, on a lotus base. Made of bronze.; ",,,,,,,Ming dynasty; Qing dynasty,15thC,,Found/Acquired: China;  Found/Acquired: Nepal (?),bronze,,,,"31.00 centimetres;  23.50 centimetres; ",,,"Cowell, et al. 2003 / A Study of Later Chinese Metalwork",Not on display,,,bodhisattva; lotus,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,Purchased from: George Eumorfopoulos,,,Purchased from: George Eumorfopoulos,1938,,,Asia,,"1938,0524.731",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/12_11/d6299086_1aea_4005_b012_b39300bc7b33/preview_1956_0721_1___1_.jpg,figure (object name),"No: Optional[1956,0721.1]",,,,"Figure (Bodhisattva Tara). Made of gilded and turquoise inlaid bronze.; ",,,,,,,,16thC,,Found/Acquired: Nepal,bronze; turquoise; gold,,,gilded; inlaid,"12.30 centimetres;  8.00 centimetres;  5.00 centimetres; ",,,Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy,Not on display,,,bodhisattva,Representation of: Tārā,,,,"Donated by: P T Brooke Sewell, Esq",,Field Collection by: H R N Norton,"Donated by: P T Brooke Sewell, Esq",1956,,,Asia,,"1956,0721.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_4/66170d94_3746_413c_bc3e_a3bb0048cff7/preview_00299076_001.jpg,figure (object name),"No: Optional[1992,1214.59]",,,,"Figure. Made of bronze. Gaṇeśa with four arms seated on a rat.; ",,,,,,,,16thC-17thC,,Found/Acquired: Nepal,bronze,,,,"11.00 centimetres;  8.50 centimetres;  5.50 centimetres; ",,,,Not on display,,,mammal; deity,Associated with: Gaṇeśa,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.59",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_4/66170d94_3746_413c_bc3e_a3bb0048cff7/preview_00299076_001.jpg,figure (object name),"No: Optional[1992,1214.62]",,,,"Figure. Made of bronze. Four armed female deity with skull cup and trident.; ",,,,,,,,16thC-17thC,,Found/Acquired: Nepal,bronze,,,,"9.50 centimetres;  8.00 centimetres;  5.50 centimetres; ",,,,Not on display,,,trident,,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.62",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_14/4a1c0b66_fd4a_41e1_8cf0_a3e100f43ac0/preview_00106876_001.jpg,figure (object name),"No: Optional[1992,1214.11]",,,,"Figure. Made of bronze. Kubera seated in lalitasana on single lotus holding fruit and mongoose.; ",,,,,,,,17thC (?),,Found/Acquired: Nepal,bronze,,,,"8.50 centimetres;  4.50 centimetres;  5.00 centimetres; ",,,,Not on display,,,fruit; mammal; lotus,Representation of: Kuvera,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.11",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_3/6ea7ac10_eccc_417b_af32_a3bb0039fb47/preview_00295226_001.jpg,figure (object name),"No: Optional[1947,0414.2]",,,,"Figure (Buddha). On lotus throne holding begging bowl,arm in earth-touching posture. Made of gilded copper.; ",,,,,,,,18thC,Made in: Tibet,Found/Acquired: Nepal (?);  Found/Acquired: Tibet (?),copper; gold,,,gilded,"17.80 centimetres;  12.80 centimetres;  8.80 centimetres; ",,,,Not on display,,,buddha,Representation of: Buddha,,,,Donated by: Herbert D Shields,,,Donated by: Herbert D Shields,1947,,,Asia,,"1947,0414.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_5/28_13/064f246a_fce9_44b8_9a47_b45800d7bf3c/preview_1893_0317_32___1_.jpg,figure (object name),"No: Optional[1893,0317.32]",,,,"Figure (Durgā). Standing on her lion. Made of bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal,bronze,,,,"13.00 centimetres;  7.00 centimetres;  3.50 centimetres; ",,,,Not on display,,,animal; deity,Representation of: Durgā,,,,"Donated by: Sir Augustus Wollaston Franks (cf As,+.5995 to 6004)",,,"Donated by: Sir Augustus Wollaston Franks (cf As,+.5995 to 6004)",1893,,,Asia,,"1893,0317.32",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_9/97de5d8a_302f_42b2_8d67_a3bc009cf4f0/preview_00400005_001.jpg,figure (object name),"No: Optional[1893,0317.33]",,,,"Figure of a kneeling worshipper, wearing a turban and on a moulded base; traces of red colour; cast in a copper alloy.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze,,,,"9.60 centimetres;  6.40 centimetres; ",,,,Not on display,,,devotee/worshipper,,,,,"Donated by: Sir Augustus Wollaston Franks (cf As,+.5995 to 6004)",,,"Donated by: Sir Augustus Wollaston Franks (cf As,+.5995 to 6004)",1893,,,Asia,,"1893,0317.33",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/28_15/06714a17_b5b2_4814_ada5_b3a301040562/preview_1992_1214_40___2_.jpg,figure (object name),"No: Optional[1992,1214.40]",,,,"Figure. Made of gilded bronze. Sarasvatī holding book, rosary and instrument. Wearing crown.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"24.70 centimetres;  17.00 centimetres;  14.00 centimetres; ",,,,Not on display,,,book/newspaper; tool/implement,Associated with: Sarasvatī,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.40",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/8584bb8d_773d_4fda_9353_a3b7006950cf/preview_00031548_001.jpg,figure (object name),"No: Optional[1932,0211.4]",,,,"A standing figure of the Bodhisattva Vajrasattva, holding a vajra in his proper right hand in front of his chest and holding another in his left on side; wearing ornamental headdress and jewelries. Made of gilded copper.; ",,,,,,,,15thC,Made in: Nepal,Found/Acquired: Nepal,bronze; gold,,,gilded; cast,"44.50 centimetres; ",,"see von Schroeder 1981 for an extended bibliography.  This piece (identified there as Vajjrasatva) is dated to the 13th century by von Schroeder. (1981, 350).; Zwalf 1985
This superbly regal figure with ‘vajra’ and ‘ghaṇṭā’ follows an old Nepalese style of representing Bodhisattvas. The presence of Akṣobhya in the crown can be justified in the case of Vajrasattva as Supreme (Ādi) Buddha, since their connection is established in the texts. There is, however, also a Bodhisattva Vajrasattva, one of sixteen, connected with Akṣobhya. An identification as the Bodhisattva Vajrapāṇi seems textually unjustified, as Vajrapani is not reported in this form, although one late Nepalese image, holding both attributes in a somewhat different way, is claimed by Bhattacharyya as Vajrapāṇi and of Akṣobhya's 'family'.",von Schroeder 1981 / Indo-Tibetan Bronzes; Zwalf 1985 / Buddhism: Art and Faith,"On display (Gallery 33, Display Case 58b, Section 3)","Exhibited:
Buddhism: Art and Faith (BM 1985)",,bodhisattva,Representation of: Vajrasattva,,,,Donated by: Mrs Griffith;  Donated by: Dr G D Knight,,,Donated by: Mrs Griffith;  Donated by: Dr G D Knight,1932,,,Asia,,"1932,0211.4",,,
https://media.britishmuseum.org/media/Repository/Documents/2015_11/11_11/9e3aae56_d271_4f83_811b_a54d00bf3d15/preview_DSC09838.jpg,figure (object name),"No: Optional[1953,0421.1]",,,,"Figure (yi-dam Samvara). With his consort. Made of gilded bronze.; ",,,,,,,,17thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"16.00 centimetres;  12.50 centimetres; ",,,,Not on display,,,yi-dam,Representation of: Samvara,,,,Purchased from: J Bond & Son,,,Purchased from: J Bond & Son,1953,,,Asia,,"1953,0421.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_5/28_12/ed7273ee_6952_4998_bf47_b45800c836db/preview_1893_0317_28___1_.jpg,figure (object name),"No: Optional[1893,0317.28]",,,,"Figure (Ganga). Made of bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal,bronze,,,,"11.00 centimetres;  9.50 centimetres;  3.50 centimetres base ; ",,,,Not on display,,,,Representation of: Gaṅgā,,,,"Donated by: Sir Augustus Wollaston Franks (cf As,+.5995 to 6004)",,,"Donated by: Sir Augustus Wollaston Franks (cf As,+.5995 to 6004)",1893,,,Asia,,"1893,0317.28",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/16b88ee6_b9e1_49ce_9354_a3bb005c5732/preview_00304614_001.jpg,figure (object name),"No: Optional[1965,0614.1]",,,,"A copper figure of a standing crowned Bodhisattva Avalokiteśvara with lotus (Padmapani), gilded.; ",,,,,,,,10thC-11thC,,Found/Acquired: Nepal,copper; gold,,,gilded; cast,"24.80 centimetres; ",,,von Schroeder 1981 / Indo-Tibetan Bronzes; Barratt 1966 / An early Nepalese bronze,"On display (Gallery 33, Display Case 58b, Section 3)",,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,Purchased from: Sqdn-Ldr L I Morgan,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Sqdn-Ldr L I Morgan,1965,,,Asia,,"1965,0614.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/19_16/68bb3f3f_d66e_4d2b_94cf_b39a0113a501/preview_1992_1214_39___1_.jpg,figure (object name),"No: Optional[1992,1214.39]",,,,"Figure. Made of gilded bronze. Raktalokesvara with four arms. Holding bow and arrow.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"20.00 centimetres;  17.50 centimetres;  8.00 centimetres; ",,,,Not on display,,,arms/armour,Associated with: Raktalokesvara,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.39",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/19_16/77c69114_35fd_4af1_9f50_b39a010edb13/preview_1928_0714_1_a_b.jpg,figure (object name),"No: Optional[1928,0714.1.b]",,,,"Figure (lion). Made of bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal (?),bronze,,,,"13.00 inches; ",,,,Not on display,,,animal,,,,,,,,,1928,"From a pair of bronze lions donated to the British Museum recorded as from ‘Lhasa, Tibet. From the 1st Younghusband Expedition’ in July 1928. (see 1928,0714.1a-1b). They were therefore obtained during the British military invasion of Tibet (1903-1904), led by Francis Younghusband.",,Asia,,"1928,0714.1.b",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/12_11/7240eff1_d4d5_4572_85df_b39300bd5fdc/preview_1966_0217_1___1_.jpg,figure (object name),"No: Optional[1966,0217.1]",,,,"A dancing figure of the dakini Vasya-Vajravarahi in gilded copper; inlaid in turquoise.; ",,,,,,,,15thC,,Found/Acquired: Nepal,copper; gold; turquoise,,,gilded; inlaid; cast,"17.00 centimetres;  9.50 centimetres;  7.50 centimetres; ",,Dated by von Schroeder to the 16th century.,von Schroeder 1981 / Indo-Tibetan Bronzes,Not on display,,,,Representation of: Vajravarahi,,,,Purchased from: Spink & Son Ltd,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Spink & Son Ltd,1966,,,Asia,,"1966,0217.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_10/28_18/619c556b_4228_460f_9f77_b384012d53c5/preview_1942_0416_4___1_.jpg,figure (object name); stand (object name),"No: Optional[1942,0416.4]",,,,"Figure (Bodhisattva Avalokiteśvara). 10-armed with attributes. With stand and arch. Made of gilded bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"36.50 centimetres;  21.50 centimetres; ",,,,Not on display,,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,"Bequeathed by: Lady Holmwood;  Bequeathed by: C E A W Oldham ICS, CSI",,,"Bequeathed by: Lady Holmwood;  Bequeathed by: C E A W Oldham ICS, CSI",1942,,,Asia,,"1942,0416.4",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_10/27_18/eed5d68a_0810_49ba_86ce_b3830128bbce/preview_1992_1214_116_1.jpg,figure (object name),"No: Optional[1992,1214.116]",,,,"Figure. Made of bronze. Mandala in form of circle of lotuses surrmounted by linga in triangle. Nagari characters.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze,,,,"3.00 centimetres;  7.30 centimetres;  7.30 centimetres; ",,,,Not on display,,,linga; lotus,Associated with: Śiva (Shiva),,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.116",,,
https://media.britishmuseum.org/media/Repository/Documents/2024_2/26_12/d3336b2a_5dc5_4007_a274_b12200d43fba/preview_RRI11793.jpg,figure (object name),"No: Optional[1992,1214.37]",,,,"Figure. Made of gilded bronze. Dakini standing in alidha holding drum, skull cup and chopper. Set with rubies.; ",,,,,,,,15thC,,Found/Acquired: Nepal,bronze; gold; ruby,,,gilded,"10.00 centimetres;  9.00 centimetres;  3.50 centimetres; ",,,,Not on display,,,tool/implement; musical instrument,,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.37",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/12_11/5efc36e9_b7f3_41bb_8b12_b39300b9e74b/preview_1939_0117_15___1_.jpg,figure (object name),"No: Optional[1939,0117.15]",,,,"Figure (Sitatara). Khadivarani,the yellow Tara?. Made of gilded bronze.; ",,,,,,,,18thC,Made in: Tibet (made in),Found/Acquired: Nepal (?),bronze; gold,,,gilded,"15.00 centimetres;  10.00 centimetres;  7.00 centimetres; ",,,,Not on display,,,deity,Associated with: Tārā;  Representation of: Sitatara,,,,Purchased from: Sotheby's,,Field Collection by: John Whitehead,Purchased from: Sotheby's,1939,"Bought from the collection of the late John Whitehead at Sotheby's sale of the  5th December, 1938, lots 8, 44,51,63.",,Asia,,"1939,0117.15",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_19/28d5148f_74ee_44a3_b93b_a3bf0140051f/preview_00541611_001.jpg,figure (object name),"No: Optional[1942,0416.5]",,,,"Figure (Vishnu). On Garuda or Harihariharivahanodbhava Avalokitalokeśvara, squatting on a lion with Avalokiteśvara. Made of gilded bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"11.63 inches; ",,,,"On display (Gallery 33, Display Case 58b, Section 1)",,,animal; bodhisattva,Associated with: Garuḍa;  Associated with: Harihariharivahanodbhava;  Associated with: Avalokiteśvara/Guanyin/Kannon,,,,"Bequeathed by: Lady Holmwood;  Bequeathed by: C E A W Oldham ICS, CSI",,,"Bequeathed by: Lady Holmwood;  Bequeathed by: C E A W Oldham ICS, CSI",1942,,,Asia,,"1942,0416.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_4/a23f36a9_4f8e_41e3_8235_a3bb0050a5c9/preview_00301350_001.jpg,figure (object name),"No: Optional[1984,1219.1]",,,,"Figure (Bodhisattva Padmapani). Feet missing. Made of brass.; ",,,,,,,,1801-2000,Made in: Nepal,,brass,,,,"18.00 centimetres;  20.20 centimetres; ",,,,Not on display,,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,Donated by: N J Barker,,,Donated by: N J Barker,1984,,,Asia,,"1984,1219.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/28_15/7dcc9b13_f5ac_462c_af08_b3a30102c677/preview_1942_0416_3___1_.jpg,figure (object name),"No: Optional[1942,0416.3]",,,,"Figure (Goddess Vasudhara). 6-armed with attributes,lotus base,elaborate flame mandala and third eye. Made of gilded bronze.; ",,,,,,,,18thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"27.00 centimetres;  17.50 centimetres;  11.00 centimetres; ",,,,Not on display,,,deity; lotus,Representation of: Vasudhārā,,,,"Bequeathed by: Lady Holmwood;  Bequeathed by: C E A W Oldham ICS, CSI",,,"Bequeathed by: Lady Holmwood;  Bequeathed by: C E A W Oldham ICS, CSI",1942,,,Asia,,"1942,0416.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/a3a9f1b7_a5c3_4f0c_aa17_a3b70078487c/preview_00035866_001.jpg,figure (object name),"No: Optional[1958,1215.3]",,,,"Figure of the Bodhisattva Mañjuśrī. Holding bow and book in left hand; sword and arrow in right. Made of painted wood.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,wood,,,painted,"56.50 centimetres;  32.00 centimetres; ",,,,Not on display,,,book/newspaper; bodhisattva; arms/armour,Representation of: Mañjuśrī/Wenshu/Monju,,,,"Donated by: P T Brooke Sewell, Esq",,Field Collection by: Peter H Heilbron,"Donated by: P T Brooke Sewell, Esq",1958,,,Asia,,"1958,1215.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_1/35b30459_f537_438f_9abb_a3bb001cf924/preview_00286401_001.jpg,figure (object name),"No: Optional[1958,0719.1]",,,,"A gilded bronze figure of the Dhyanibuddha Amitayus, seated in padmasana on a lotus throne and inlaid with turquoise.; ",,,,,,,,16thC,,Found/Acquired: Nepal (?),bronze; turquoise; gold,,,gilded; inlaid; cast,"20.00 centimetres;  13.00 centimetres; ",,,von Schroeder 1981 / Indo-Tibetan Bronzes,Not on display,,,buddha,Representation of: Amitābha/阿彌陀佛/Amida,Associated with: Tibet (style of),,,"Donated by: P T Brooke Sewell, Esq",,Field Collection by: H R N Norton,"Donated by: P T Brooke Sewell, Esq",1958,,,Asia,,"1958,0719.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_12/c0c7437f_3272_49d9_a55d_a3b700c6a5f8/preview_00057933_001.jpg,figure (object name),"No: Optional[1960,0412.2]",,,,"A bronze standing figure of the Buddha surrounded by a broad fiery halo (prabhamandala).; ",,,,,,,,9thC,Lustred in: Nepal,,bronze,,,cast,"11.00 centimetres;  5.60 centimetres;  1.90 centimetres; ",,,von Schroeder 1981 / Indo-Tibetan Bronzes,Not on display,,,buddha,Representation of: Buddha,,,,Purchased from: B & H Schwartzy,,,Purchased from: B & H Schwartzy,1960,,,Asia,,"1960,0412.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_14/4cb42edf_737e_42bd_8a90_a3e100f43e7b/preview_00106878_001.jpg,figure (object name),"No: Optional[1992,1214.57]",,,,"Figure. Made of gilded bronze. Pradhamandal. Backplate with Garuda with makaras on either side. Two bodhisattvas standing on lions.; ",,,,,,,,16thC-17thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"18.00 centimetres;  16.80 centimetres; ",,,,Not on display,,,bodhisattva,Associated with: Pradhamandal;  Associated with: Garuḍa,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.57",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/7dd15981_9af5_43cf_8393_a3b7007acf7a/preview_00036565_001.jpg,figure (object name),No: Optional[1880.84],,,,"A standing figure of the Bodhisattva Avalokiteśvara (Padmapani?). Made of gilded copper inlaid with stones.; ",,,,,,,,16thC,,Found/Acquired: Nepal,copper; stone; gold,,,gilded; inlaid; cast (hollow cast in several parts),"138.40 centimetres; ",,Dated by von Schroeder to the 15th century.,von Schroeder 1981 / Indo-Tibetan Bronzes,"On display (Gallery 33, Open Display)",,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,,,,,,,,Asia,,1880.84,,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_15/103f970b_6236_47c1_80d5_a3b700f79cc7/preview_00077103_001.jpg,figure (object name),"No: Optional[1939,0117.16]",,,,"Standing figure of Avalokiteśvara as Padmapani, on a double lotus base; cast in bronze and gilded.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze; gold,,,gilded,"22.50 centimetres with the stand ;  7.70 centimetres;  6.50 centimetres; ",,,,Not on display,,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,Purchased from: Sotheby's,,Field Collection by: John Whitehead,Purchased from: Sotheby's,1939,"Bought from the collection of the late John Whitehead at Sotheby's sale of the  5th December, 1938, lots 8, 44,51,63.",,Asia,,"1939,0117.16",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_12/9_17/758feae8_ec4e_48e9_b1e3_b3ae011eeee4/preview_1959_0720_1__1_.jpg,figure (object name),"No: Optional[1959,0720.1]",,,,"Figure (Kuvera). Holding a mongoose in the right hand, fruit in the left. Made of gilded bronze.; ",,,,,,,,1659; 780 (S),,Found/Acquired: Nepal,bronze; gold,,,gilded,"13.00 centimetres;  8.50 centimetres;  5.50 centimetres; ",,,,Not on display,,,fruit; mammal,Representation of: Kuvera,,,,Donated by: Peter H Heilbron,,,Donated by: Peter H Heilbron,1959,,,Asia,,"1959,0720.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_18/949ea2dc_2add_415b_91db_a3ba01308ea2/preview_00250083_001.jpg,figure (object name),"No: Optional[1956,1210.6]",,,,"Figure (Vajradhara); seated on lotus throne holding a bell and a thunderbolt; he embraces his wisdom partner (prajna) who holds a skull-cup and a chopper; cast in bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal,bronze,,,,"24.50 centimetres;  14.10 centimetres;  10.00 centimetres; ",,,"Willis 1999 / Tibet: Life, Myth and Art",Not on display,,,,Representation of: Vajradhara,,,,Donated by: D R Hay-Neave,,,Donated by: D R Hay-Neave,1956,,,Asia,,"1956,1210.6",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_2/2d1a58c2_e91f_4a2a_a4e5_a3bb00232f56/preview_00288417_001.jpg,figure (object name),"No: Optional[1992,1214.33]",,,,"Figure. Made of gilt bronze, lapis turquoise, and rubies. Vajradhara with Vajra on right shoulder and ghanta on his left. Base with lotus of gilt copper.; ",,,,,,,,16thC-17thC,,Found/Acquired: Nepal,bronze; copper; gold; ruby; turquoise; lapis lazuli,,,gilded,"24.50 centimetres with base ; ",,,,"On display (Gallery 33, Display Case 60a, Section 1)",,,musical instrument; lotus; vajra,Associated with: Vajradhara,,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.33",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/12_21/c4c12870_2b9b_44b2_bf41_a3c201689d7b/preview_00767114_001.jpg,figure (object name),"No: Optional[1996,0221.19]",,,,"Yāmāntakavajrabhairava. In yab-yum. Cast in a copper alloy and coloured.; ",,,,,,,,19thC,,Found/Acquired: Nepal,bronze,,,,"27.00 centimetres;  18.10 centimetres;  10.40 centimetres; ",,,,Not on display,"2010/11 14 Oct- 3 Apr, London BM, Images and Sacred Texts: Buddhism across Asia",,,Representation of: Prabu Nagaraja,,,,Bequeathed by: Mrs Margaret W Marshall,,,Bequeathed by: Mrs Margaret W Marshall,,,,Asia,,"1996,0221.19",,,
